Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
16,RC2527000998,,NA,LIGHT HOUSE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E20106230976,30/09/2024,2481165-1,974278,Dead,NA,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
17,RC2527000998,,NA,LIGHT HOUSE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201022339240,17/09/2024,2540796-1,974278,Dead,NA,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S7/LED/LED/LED FAULTY,S1/S3/S7/LED/LED/LED ,OK,,SP,AartiG,AmitG
19,RC2527000998,,NAGAPUR,SAI ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2011023071317,13/07/2024,2502735073-1,974278,Dead,ANKUSH,2023-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
20,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-01-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
23,RC2527000998,,NA,TUSHAR TECHNICAL SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999062332479,2025-02-01 00:00:00,nagr21072502822834-1,974278,NOT WORKING,VIKRAM DIGRASE,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S7/LED/LED/LED FAULTY,S1/S3/S7/LED/LED/LED ,OK,,SP,AartiG,AmitG
24,RC2527000998,,RAIPUR,AMV,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999082347321,2025-02-06 00:00:00,RAIR06082502958893-1,974278,Dead,SAT PRAKASH,2023-08-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
25,RC2527000998,,KOLKATA,AROHI,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,KOLA25072502859176-1,974278,NOT WORKING,NA,2023-12-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
26,RC2527000998,,RAIPUR,STAR SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2010123074325,2024-05-09 00:00:00,891911-2,974278,NOT WORKING,MANESH,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
27,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
31,RC2527000998,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2010223038310,2025-03-03 00:00:00,RAIR28062502585373-1,974278,NOT WORKING,SNRAWAN,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
32,RC2527000998,,GUJRAT,MADHVI SALES AND SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X9990922968,26/10/2024,AHMD2602502560743-1,974278,NOT WORKING,BIPINDHAI GOHEL ,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,NA,AartiG,AmitG
33,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-07-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
34,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
35,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S7/S9/S11/S13/LED/LED/LED,S1/S2/S7/S9/S11/S13/LED/LED/LED,OK,,SP,AartiG,AmitG
36,RC2527000998,,GUJRAT,MARUTI SALES SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201102364351,20/06/2025,AHMD22092503346163-1,974278,NOT WORKING,ASHISH UKABHAI,2023-03-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S11/S13/LED/LED/LED/LED FAULTY,S1/S11/S13/LED/LED/LED/LED,OK,,NA,AartiG,AmitG
37,RC2527000998,,NAGAPUR,VINOD REWINDERS,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201122374788,13/07/2025,RAIR11092503258568-1,974278,Dead,RAHEEL CHANDRAVANSLI,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S3/S6/S7/S9/LED/LED/LED FAULTY,S3/S6/S7/S9/LED/LED/LED ,OK,,SP,AartiG,AmitG
38,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2022-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S9/S11/LED/LED/LED/LED FAULTY,S1/S9/S11/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
39,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-02-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,NA,AartiG,AmitG
40,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-01-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,NA,AartiG,AmitG
41,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
42,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,2502857565,974278,NOT WORKING,NA,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
43,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-07-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
44,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
46,RC2527000998,,DWARKA,SHREE KRUPA ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999012362132,22/03/2025,AHMD12082503010642-1,974278,NOT WORKING,PINTU BHAGU BHAI SOMAIYA,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
47,RC2527000998,,GUJRAT,SHRI GANESH ELECTRICALS,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999012369903,28/09/2024,SURT2108250310387-1,974278,NOT WORKING,KAILASH AMRUTBHAI BEDSE,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
48,RC2527000998,,RAJPUT,SHIV ELECTRIC AND SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E20107248410 ,NA,AHMD0692503219167-1,974278,NOT WORKING,ANIRUDDH B ZANKAT,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
49,RC2527000998,,RAIPUR,DK ELECTRIC,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201122372528,2024-07-09 00:00:00,RAIR07092503226585-1,974278,Dead,NA,2022-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
50,RC2527000998,,PATNA,CHAUHAN ENTERPRISES,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201082484039,2024-04-12 00:00:00,03028276-1,974278,NOT WORKING,VINEK,2023-07-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S7/S9/S11/S13/LED/LED/LED,S1/S2/S7/S9/S11/S13/LED/LED/LED,OK,,SP,AartiG,AmitG
51,RC2527000998,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201072355215,2025-01-08 00:00:00,RAJR09092503240660-1,974278,Dead,SANJEY KUMAR,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S11/S13/LED/LED/LED/LED FAULTY,S1/S11/S13/LED/LED/LED/LED,OK,,SP,AartiG,AmitG
52,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S3/S6/S7/S9/LED/LED/LED FAULTY,S3/S6/S7/S9/LED/LED/LED ,OK,,SP,AartiG,AmitG
53,RC2527000998,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2010324077846,2025-11-04 00:00:00,RAIR0908252994764-1,974278,Dead,SANJEY KUMAR,2023-11-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S9/S11/LED/LED/LED/LED FAULTY,S1/S9/S11/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
54,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S7/LED/LED/LED FAULTY,S1/S3/S7/LED/LED/LED ,OK,,SP,AartiG,AmitG
56,RC2527000998,,NAGAPUR,TUSHAR TECHNICAL SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999072341833,28/08/2024,NAGR18082503054277-2,974278,NOT WORKING,SHIALESH ,NA,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
57,RC2527000998,,NAGAPUR,GURUKRUPA ELECRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999102219636,24/09/2024,3128430-1,974278,Dead,NA,2023-08-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
58,RC2527000998,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2010323093778,21/09/2023,RAIR23082503102629-3,974278,NOT WORKING,SNWAM,2023-04-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
59,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
60,RC2527000998,,RAIPUR,PERFECT SERVICE CENTER,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201032479368,2025-03-03 00:00:00,RAIR08082502980265-1,974278,NOT WORKING,ANISH ALI,2024-04-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
61,RC2527000998,,AGRA,MADHVI SALES AND SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999092339698,30/08/2024,AHMD26062502560714-1,974278,NOT WORKING,BIPINBHAI GOHEL,2024-09-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
62,RC2527000998,,DIYODAR,A S N SERVICES,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999112226367,17/04/2025,AHMD130250328579-2,974278,NOT WORKING,AJIT SATYDEV SHARMA,2022-11-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
63,RC2527000998,,KOLKATA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201102368949,20/08/2024,KOL204072502645916,974278,Dead,B MONDAL,2023-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S7/LED/LED/LED FAULTY,S1/S3/S7/LED/LED/LED ,OK,,SP,AartiG,AmitG
65,RC2527000998,,RAJPUT,SHIV ELECTRIC AND SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2017284307,NA,AHMD22082503088038-1,974278,NOT WORKING,ANIRUDDH B ZANKAT,2024-11-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
66,RC2527000998,,NA,NEW DIGITAL SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,B2010623031242,27/02/2025,2994440-1,974278,NOT WORKING,GOLAM  ,2023-06-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
67,RC2527000998,,HAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201122398060,20/05/2025,RAIR12092503270038-1,974278,NOT WORKING,SHRAWAN,2023-02-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
68,RC2527000998,,NA,AAKUN,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201032478269,20/08/2024,2971223-1,974278,NOT WORKING,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
69,RC2527000998,,RAIPUR,AMAN ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201042430768,2025-12-03 00:00:00,3132400-1,974278,Dead,SANTOSH,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
71,RC2527000998,,KOLKATA,SERVICE PLUS,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201052523454,NA,28082503140084-1,974278,NOT WORKING,R0MESHN ,2023-02-01 00:00:00,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
72,RC2527000998,,NAGAPUR,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201072484703,17/12/2024,13092503279993-1,974278,Dead,NA,NA,2025-12-13 00:00:00,,NA,NA,PASS,FOUND OK,NA,,NFF,,SP,AartiG,AmitG
73,RC2527000998,,RAJNADGAON,LIGHT HOUSE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201822,19/11/2024,3055249,974278,NOT WORKING,NA,2024-08-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S7/LED/LED/LED FAULTY,S1/S3/S7/LED/LED/LED ,OK,,SP,AartiG,AmitG
74,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2023-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
75,RC2527000998,,NA,JAI SHREE SHYAM SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E20110248334,2025-01-02 00:00:00,2503124318,974278,Dead,JISHAN,2023-07-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
76,RC2527000998,,KOLKATA,GSS ,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,X999082359367,15/09/2024,KOL213082503017142-1,974278,NOT WORKING,ARANU,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
77,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
78,RC2527000998,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201062200630,NA,RAIR180882503047417-1,974278,Dead,YASHWANT KUMAR,2024-04-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
79,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2022-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/LED/LED/S2/S8/S9 FAULTY,LED/LED/LED/S2/S8/S9 ,OK,,SP,AartiG,AmitG
80,RC2527000998,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201102368434,2024-08-10 00:00:00,RAIR26082503120620-1,974278,Dead,CHHABI RAM PATEL,2023-07-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/S5/LED/LED FAULTY,S1/S3/S5/LED/LED,OK,,SP,AartiG,AmitG
81,RC2527000998,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E2010824090079,2024-05-11 00:00:00,RAIR12092503270159-1,974278,NOT WORKING,SHAWAN,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S3/LED/LED/LED/LED/LED FAULTY,S1/S3/LED/LED/LED/LED/LED ,OK,,SP,AartiG,AmitG
82,RC2527000998,,NAGAPUR,VINOD REWINDERS,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201122374607,20/08/2025,RAIR08092503230215-1,974278,Dead,RAHUL CHANDRAVANSHI,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S7/S9/S11/S13/LED/LED/LED,S1/S2/S7/S9/S11/S13/LED/LED/LED,OK,,SP,AartiG,AmitG
83,RC2527000998,,NA,NA,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,NA,NA,NA,974278,NA,NA,2022-10-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S11/S13/LED/LED/LED/LED FAULTY,S1/S11/S13/LED/LED/LED/LED,OK,,SP,AartiG,AmitG
84,RC2527000998,,RAIPUR,MAA DURGA SERVICE,DISPLAY PCB ASSLY ICX 130 TS INDUCTION,E201032480256,NA,RAIR24082503105788-1,974278,NOT WORKING,VIJAY KUMAR SAHA,2024-04-01 00:00:00,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S3/S6/S7/S9/LED/LED/LED FAULTY,S3/S6/S7/S9/LED/LED/LED ,OK,,SP,AartiG,AmitG
